,name,method,bar,kind,bands,link,paper_name,cr,err_cr_l,err_cr_r,cr_l,cr_r,err_range,altname,r25,r25_NED
1334,NGC5068,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),6.995415147414245,6.995415147414245,6.995415147414245,0.0,13.99083029482849,13.99083029482849,NGC 5068,224.45085015334635,217.35
1335,NGC5068,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),55.963321179313965,29.980350631775348,29.980350631775348,25.982970547538617,85.94367181108932,59.960701263550696,NGC 5068,224.45085015334635,217.35
1336,NGC5134,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),3.623570768762761,3.623570768762761,3.623570768762761,0.0,7.247141537525522,7.247141537525522,NGC 5134,81.30574895672528,82.65
1337,NGC5134,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),31.49719206693785,19.232798695740808,19.232798695740808,12.264393371197038,50.72999076267865,38.465597391481616,NGC 5134,81.30574895672528,82.65
1338,NGC5248,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),65.37132633692899,32.888679709883526,32.888679709883526,32.48264662704546,98.26000604681252,65.77735941976705,NGC 5248,122.21408334123385,185.0
1339,NGC5530,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),1.7480068631715062,1.7480068631715062,1.7480068631715062,0.0,3.4960137263430124,3.4960137263430124,NGC 5530,144.91764061193177,125.05
1340,NGC5530,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),66.42426080051722,7.866030884271783,7.866030884271783,58.55822991624544,74.290291684789,15.732061768543566,NGC 5530,144.91764061193177,125.05
1341,NGC5643,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),1.7480067701546518,1.7480067701546518,1.7480067701546518,0.0,3.496013540309304,3.496013540309304,NGC 5643,157.44223807493177,137.15
1342,NGC5643,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),63.80224711064479,31.46412186278373,31.46412186278373,32.33812524786106,95.26636897342853,62.92824372556746,NGC 5643,157.44223807493177,137.15
1343,NGC6300,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),78.72702228649209,23.618106685947627,23.618106685947627,55.108915600544464,102.34512897243972,47.23621337189525,NGC 6300,160.00046864628632,134.0
1344,NGC6744,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),134.6149253278241,9.77043812863239,9.77043812863239,124.8444871991917,144.38536345645647,19.54087625726478,NGC 6744,470.0253210324446,598.6
1345,NGC7456,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),51.95587108038598,11.69007099308685,11.69007099308685,40.265800087299134,63.64594207347283,23.3801419861737,NGC 7456,123.34491633135671,164.85
1346,NGC7496,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),46.87836245901456,21.50889571648903,21.50889571648903,25.36946674252553,68.38725817550359,43.01779143297806,NGC 7496,100.48963174734828,99.35
1347,NGC7496,T-W,False,ISM,"CO,Halpha",https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),44.39656679941967,23.99069137608392,23.99069137608392,20.40587542333576,68.38725817550359,47.98138275216783,NGC 7496,100.48963174734828,99.35
1348,NGC0628,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),94.476451005587,42.751913583533785,42.751913583533785,51.72453742205322,137.2283645891208,85.50382716706757,MESSIER 074,296.56592839708173,314.15
1349,NGC1087,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),55.505289742980814,13.96584709662098,13.96584709662098,41.53944264635983,69.4711368396018,27.93169419324196,NGC 1087,89.14998095214081,111.45
1350,NGC1300,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),0.7902866266241151,0.7902866266241151,0.7902866266241151,0.0,1.5805732532482302,1.5805732532482302,NGC 1300,178.2876475846718,185.0
1351,NGC1300,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),66.18650497976964,26.672173648563884,26.672173648563884,39.51433133120575,92.85867862833352,53.34434729712777,NGC 1300,178.2876475846718,185.0
1352,NGC1365,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),29.629196738198857,11.965637144272616,11.965637144272616,17.66355959392624,41.59483388247148,23.931274288545232,NGC 1365,360.6793303852239,336.6
1353,NGC1385,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),0.9086555375878818,0.9086555375878818,0.9086555375878818,0.0,1.8173110751757635,1.8173110751757635,NGC 1385,102.12245691030029,101.65
1354,NGC1385,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),50.20321845173048,17.03729132977278,17.03729132977278,33.165927121957694,67.24050978150326,34.07458265954556,NGC 1385,102.12245691030029,101.65
1355,NGC1433,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),106.87957852144682,6.38722580805459,6.38722580805459,100.49235271339222,113.2668043295014,12.77445161610918,NGC 1433,185.83232252303443,193.7
1356,NGC1512,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),64.61122422903311,26.24351387925098,26.24351387925098,38.36771034978213,90.8547381082841,52.48702775850196,NGC 1512,253.0004273292826,267.4
1357,NGC1566,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),78.78169895406305,31.79915848691272,31.79915848691272,46.98254046715033,110.58085744097576,63.59831697382544,NGC 1566,216.83094108065103,249.55
1358,NGC1672,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),64.56608645086956,16.899848131435657,16.899848131435657,47.6662383194339,81.46593458230522,33.799696262871315,NGC 1672,184.5530618129604,198.2
1359,NGC2835,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),46.971193230437486,9.190016066824729,9.190016066824729,37.78117716361276,56.16120929726221,18.38003213364945,NGC 2835,192.36287297554844,198.2
1360,NGC3351,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),69.37621468687553,15.531988362733337,15.531988362733337,53.84422632414219,84.90820304960886,31.06397672546667,MESSIER 095,216.83094108065103,222.4
1361,NGC3627,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),34.63765697730872,1.4635629708722018,1.4635629708722018,33.17409400643651,36.10121994818092,2.9271259417444035,MESSIER 066,308.404889437942,273.6
1362,NGC3627,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),94.6437387830689,55.61539289314358,55.61539289314358,39.02834588992532,150.25913167621246,111.23078578628716,MESSIER 066,308.404889437942,273.6
1363,NGC4254,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),49.417611642660624,10.12907567830932,10.12907567830932,39.2885359643513,59.54668732096994,20.25815135661864,MESSIER 099,151.0501826363714,161.1
1364,NGC4303,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),46.292383414187135,29.88495638131068,29.88495638131068,16.407427032876456,76.17733979549782,59.76991276262136,MESSIER 061,206.59568890328288,193.7
1365,NGC4321,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),75.99229846782998,40.71015989348034,40.71015989348034,35.282138574349645,116.70245836131032,81.42031978696068,MESSIER 100,182.86106917205072,222.4
1366,NGC4535,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),71.14830336689288,39.16420368819792,39.16420368819792,31.98409967869496,110.3125070550908,78.32840737639584,NGC 4535,244.41128520625188,212.4
1367,NGC5068,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),42.97183590554466,42.97183590554466,42.97183590554466,0.0,85.94367181108932,85.94367181108932,NGC 5068,224.45085015334635,217.35
1368,NGC7496,T-W,False,stellar,MUSE,https://arxiv.org/pdf/2102.01091.pdf,Williams et al. (2021),46.87836245901456,21.50889571648903,21.50889571648903,25.36946674252553,68.38725817550359,43.01779143297806,NGC 7496,100.48963174734828,99.35
1369,CGCG8-10,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),21.9,1.6,1.6,20.3,23.5,3.2,CGCG 008-010,18.9287203344058,26.14
1370,CGCG13-75,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),12.6,0.6,0.6,12.0,13.2,1.2,CGCG 013-075,26.0088562727465,26.15
1371,CGCG65-2,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),12.9,0.7,0.7,12.2,13.6,1.4,CGCG 065-002,21.238373531524136,23.225
1372,CGCG67-4,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),13.5,0.9,0.9,12.6,14.4,1.8,CGCG 067-004,14.693364581053384,19.93
1373,CGCG73-53,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),10.3,0.3,0.3,10.0,10.6,0.6,CGCG 073-053,21.04365895259913,19.8
1374,CGCG185-14,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),11.4,0.2,0.2,11.2,11.6,0.4,CGCG 185-014,27.67714281464289,31.105
1375,CGCG263-22,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),22.0,1.2,1.2,20.8,23.2,2.4,CGCG 263-022,25.949037563270803,29.725
1376,ESO325-28,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),17.6,1.3,1.3,16.3,18.9,2.6,ESO 325- G 028,41.12645298494561,42.4
1377,ESO365-35,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),20.8,1.2,1.2,19.6,22.0,2.4,ESO 365- G 035,36.31794400651447,32.15
1378,ESO426-2,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),22.1,1.1,1.1,21.0,23.200000000000003,2.2,ESO 426- G 002,37.680898910846246,46.45
1379,ESO437-33,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),23.7,1.0,1.0,22.7,24.7,2.0,ESO 437- G 033,46.03850948397883,44.35
1380,ESO437-67,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),54.0,3.7,3.7,50.3,57.7,7.4,ESO 437- G 067,73.64126747055089,61.25
1381,ESO566-24,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),26.6,0.9,0.9,25.700000000000003,27.5,1.8,ESO 566- G 024,53.8420088049758,47.55
1382,ESO575-47,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),36.8,2.3,2.3,34.5,39.1,4.6,ESO 575- G 047,49.78760722312682,49.8
1383,IC1223,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),22.5,1.0,1.0,21.5,23.5,2.0,IC 1223,24.49747114075777,30.14
1384,IC1438,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),33.3,2.2,2.2,31.1,35.5,4.4,IC 1438,70.0037418684301,71.95
1385,IC2473,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),35.2,2.0,2.0,33.2,37.2,4.0,IC 2473,32.29395640889505,52.15
1386,IC2628,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),10.0,0.4,0.4,9.6,10.4,0.8,IC 2628,22.54868682054617,22.505
1387,IC4214,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),46.2,2.0,2.0,44.2,48.2,4.0,IC 4214,89.14998095214081,67.15
1388,MCG6-32-24,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),11.7,0.7,0.7,11.0,12.4,1.4,MCG +06-32-024,18.202089887655163,21.245
1389,MCG7-18-40,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),7.6,0.5,0.5,7.1,8.1,1.0,MCG +07-18-040,18.497850055844467,19.31
1390,NGC210,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),60.2,5.5,5.5,54.7,65.7,11.0,NGC 0210,149.32112549368082,150.35
1391,NGC1079,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),83.5,6.5,6.5,77.0,90.0,13.0,NGC 1079,97.52618921563032,104.0
1392,NGC1291,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),175.0,6.3,6.3,168.7,181.3,12.6,NGC 1291:[LET2019] 052,,293.15
1393,NGC1326,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),62.5,4.9,4.9,57.6,67.4,9.8,NGC 1326,128.56455611923184,116.7
1394,NGC1398,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),88.7,3.8,3.8,84.9,92.5,7.6,NGC 1398,208.50729527663907,212.4
1395,NGC1433,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),132.8,8.4,8.4,124.4,141.20000000000002,16.8,NGC 1433,185.83232252303443,193.7
1396,NGC2665,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),42.4,2.7,2.7,39.7,45.1,5.4,NGC 2665,59.99585608898231,61.25
1397,NGC2766,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),21.3,0.4,0.4,20.9,21.7,0.8,NGC 2766,35.98497909448136,40.45
1398,NGC3081,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),59.1,2.7,2.7,56.4,61.8,5.4,NGC 3081,80.00575993564439,62.7
1399,NGC3380,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),31.6,2.3,2.3,29.3,33.9,4.6,NGC 3380,46.78657508480862,50.95
1400,NGC4113,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),24.1,2.1,2.1,22.0,26.200000000000003,4.2,NGC 4113,24.328831735615225,28.885
1401,NGC4736,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),246.1,8.6,8.6,237.5,254.7,17.2,MESSIER 094,232.33853934075563,336.6
1402,NGC4935,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),17.0,0.9,0.9,16.1,17.9,1.8,NGC 4935,32.81869098816281,36.05
1403,NGC5132,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),42.0,2.3,2.3,39.7,44.3,4.6,NGC 5132,39.18512664395526,40.45
1404,NGC5211,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),34.9,1.8,1.8,33.1,36.7,3.6,NGC 5211,60.13416082095485,62.7
1405,NGC5370,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),31.9,1.6,1.6,30.3,33.5,3.2,NGC 5370,41.22125925037545,34.45
1406,NGC5701,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),69.7,3.0,3.0,66.7,72.7,6.0,NGC 5701,59.85786944906639,127.95
1407,NGC6782,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),44.5,2.7,2.7,41.8,47.2,5.4,NGC 6782,72.63087140208532,65.65
1408,NGC7098,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),86.8,3.2,3.2,83.6,90.0,6.4,NGC 7098,53.34838230116768,122.2
1409,PGC54897,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),17.7,1.2,1.2,16.5,18.9,2.4,CGCG 106-036,28.25668789568524,24.0
1410,PGC1857116,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),15.3,0.7,0.7,14.6,16.0,1.4,,,
1411,PGC2570478,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),13.6,0.9,0.9,12.7,14.5,1.8,WISEA J162050.98+574408.7,,24.585
1412,UGC4596,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),17.4,0.6,0.6,16.799999999999997,18.0,1.2,UGC 04596,23.07391320859829,38.65
1413,UGC4771,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),18.2,1.0,1.0,17.2,19.2,2.0,UGC 04771,32.59276870851197,37.75
1414,UGC5885,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),25.7,2.0,2.0,23.7,27.7,4.0,UGC 05885,28.9815263696944,43.35
1415,UGC9418,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),14.7,0.9,0.9,13.8,15.6,1.8,UGC 09418,29.862162520545805,30.0
1416,UGC10168,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),27.4,1.3,1.3,26.1,28.7,2.6,UGC 10168,44.16937507298156,43.35
1417,UGC10712,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),11.5,0.6,0.6,10.9,12.1,1.2,UGC 10712,23.775039914414155,28.0
1418,UGC12646,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),32.2,3.9,3.9,28.300000000000004,36.1,7.8,UGC 12646,46.89442927922862,55.85
1419,NGC4608,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),36.8,1.4,1.4,35.4,38.2,2.8,NGC 4608,86.52094509379818,97.1
1420,NGC5335,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),17.1,1.0,1.0,16.1,18.1,2.0,NGC 5335,43.363193122377815,64.15
1421,NGC5686,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),4.7,0.1,0.1,4.6000000000000005,4.8,0.2,NGC 5686,23.23385393407556,21.57
1422,UGC5380,gaps,True,stellar,SDSS,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.3819B/abstract,Buta (2017),8.5,0.3,0.3,8.2,8.8,0.6,UGC 05380,31.63160689173776,29.3
1423,PGC02182,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.52,1.17,1.17,7.35,9.69,2.34,NGC 0165,48.87888097919166,46.45
1424,PGC02388,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),11.38,0.83,0.83,10.55,12.21,1.66,NGC 0201,51.182471670093705,54.6
1425,PGC03377,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.47,0.95,0.95,5.52,7.42,1.9,NGC 0309,66.85305447810913,90.6
1426,PGC03377,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.47,0.95,0.95,5.52,7.42,1.9,NGC 0309,66.85305447810913,90.6
1427,PGC03377,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.62,0.52,0.52,8.1,9.14,1.04,NGC 0309,66.85305447810913,90.6
1428,PGC04367,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),16.72,0.69,0.69,16.029999999999998,17.41,1.38,NGC 0428,84.5514879379336,122.2
1429,PGC07210,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.09,0.35,0.35,5.74,6.44,0.7,KUG 0153-102A,27.549977894507425,39.55
1430,PGC10122,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.47,1.61,1.61,3.86,7.08,3.22,NGC 1042,116.7135434982842,140.3
1431,PGC10122,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.47,1.61,1.61,3.86,7.08,3.22,NGC 1042,116.7135434982842,140.3
1432,PGC10122,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),10.52,1.63,1.63,8.89,12.15,3.26,NGC 1042,116.7135434982842,140.3
1433,PGC10496,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.24,0.18,0.18,9.06,9.42,0.36,NGC 1087,89.14998095214081,111.45
1434,PGC10496,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.24,0.18,0.18,9.06,9.42,0.36,NGC 1087,89.14998095214081,111.45
1435,PGC10496,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),19.11,0.79,0.79,18.32,19.9,1.58,NGC 1087,89.14998095214081,111.45
1436,PGC12655,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),3.73,0.4,0.4,3.33,4.13,0.8,UGC 02705,28.91487070871912,29.3
1437,PGC12655,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),3.73,0.4,0.4,3.33,4.13,0.8,UGC 02705,28.91487070871912,29.3
1438,PGC12655,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.83,0.33,0.33,5.5,6.16,0.66,UGC 02705,28.91487070871912,29.3
1439,PGC13421,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.82,0.16,0.16,5.66,5.98,0.32,MCG -01-10-014,38.82587524349959,41.4
1440,PGC13421,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.82,0.16,0.16,5.66,5.98,0.32,MCG -01-10-014,38.82587524349959,41.4
1441,PGC13421,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),12.12,0.31,0.31,11.81,12.43,0.62,MCG -01-10-014,38.82587524349959,41.4
1442,PGC21119,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.32,0.53,0.53,4.79,5.8500000000000005,1.06,UGC 03871,27.10948421166904,31.4
1443,PGC21119,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.32,0.53,0.53,4.79,5.8500000000000005,1.06,UGC 03871,27.10948421166904,31.4
1444,PGC21119,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.85,0.27,0.27,9.58,10.12,0.54,UGC 03871,27.10948421166904,31.4
1445,PGC21291,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.46,0.29,0.29,6.17,6.75,0.58,UGC 03907,27.80489470138048,38.65
1446,PGC21291,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.46,0.29,0.29,6.17,6.75,0.58,UGC 03907,27.80489470138048,38.65
1447,PGC21291,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.74,0.49,0.49,9.25,10.23,0.98,UGC 03907,27.80489470138048,38.65
1448,PGC21513,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),7.63,0.19,0.19,7.439999999999999,7.82,0.38,UGC 03949,31.341606576623995,32.9
1449,PGC21978,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.0,0.14,0.14,3.86,4.14,0.28,UGC 04058,22.239307239027525,30.0
1450,PGC21978,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.0,0.14,0.14,3.86,4.14,0.28,UGC 04058,22.239307239027525,30.0
1451,PGC21978,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.23,0.2,0.2,9.03,9.43,0.4,UGC 04058,22.239307239027525,30.0
1452,PGC22205,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),12.36,0.6,0.6,11.76,12.96,1.2,UGC 04099,38.29316426434032,48.65
1453,PGC22453,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),10.15,0.21,0.21,9.94,10.36,0.42,NGC 2503,28.58388492070956,31.4
1454,PGC23047,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.01,0.17,0.17,7.84,8.18,0.34,UGC 04270,43.86531523370155,48.65
1455,PGC23047,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.01,0.17,0.17,7.84,8.18,0.34,UGC 04270,43.86531523370155,48.65
