,name,method,bar,kind,bands,link,paper_name,cr,err_cr_l,err_cr_r,cr_l,cr_r,err_range,altname,r25,r25_NED
1456,PGC23047,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),11.16,0.34,0.34,10.82,11.5,0.68,UGC 04270,43.86531523370155,48.65
1457,PGC23170,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.83,0.32,0.32,6.51,7.15,0.64,UGC 04300,35.81964313392819,40.45
1458,PGC23504,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),3.58,0.38,0.38,3.2,3.96,0.76,UGC 04374,36.82317693475221,46.45
1459,PGC24641,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.88,0.2,0.2,4.68,5.08,0.4,UGC 04578,31.486272859569663,34.45
1460,PGC24641,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.88,0.2,0.2,4.68,5.08,0.4,UGC 04578,31.486272859569663,34.45
1461,PGC24641,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.11,0.14,0.14,7.97,8.25,0.28,UGC 04578,31.486272859569663,34.45
1462,PGC26445,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.68,1.74,1.74,6.94,10.42,3.48,NGC 2840,31.41385644152699,31.4
1463,PGC26982,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.62,0.98,0.98,7.639999999999999,9.6,1.96,IC 2486,27.613487152595138,25.55
1464,PGC27777,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),11.57,0.23,0.23,11.34,11.8,0.46,NGC 2964,87.52281042003501,86.5
1465,PGC29539,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.81,1.35,1.35,5.459999999999999,8.16,2.7,UGC 05476,33.73814921900779,40.45
1466,PGC29671,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.05,0.27,0.27,3.78,4.32,0.54,UGC 05493,43.16395734767536,47.55
1467,PGC31236,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.92,0.12,0.12,4.8,5.04,0.24,UGC 05736,28.06217022442656,32.9
1468,PGC32266,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),7.29,0.34,0.34,6.95,7.63,0.68,NGC 3374,36.73848597795146,37.75
1469,PGC32680,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),7.86,0.86,0.86,7.0,8.72,1.72,UGC 06002,28.649777580643075,34.45
1470,PGC32729,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.05,0.28,0.28,8.770000000000001,9.33,0.56,UGC 06015,23.93984061803929,26.75
1471,PGC33140,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),13.71,1.86,1.86,11.85,15.57,3.72,NGC 3485,64.73233227458,68.75
1472,PGC33325,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.32,0.45,0.45,5.87,6.7700000000000005,0.9,UGC 06109,31.41385644152699,36.05
1473,PGC33689,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.73,0.17,0.17,6.5600000000000005,6.9,0.34,IC 0671,36.31794400651447,37.75
1474,PGC34018,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),6.85,0.18,0.18,6.67,7.029999999999999,0.36,UGC 06223,25.889356433009112,29.3
1475,PGC34195,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),10.81,0.2,0.2,10.61,11.01,0.4,NGC 3577,34.68336726576296,42.4
1476,PGC34232,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),12.0,1.54,1.54,10.46,13.54,3.08,NGC 3583,67.1616341570502,84.55
1477,PGC35123,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.36,0.21,0.21,9.15,9.57,0.42,NGC 3668,54.46546988319405,52.15
1478,PGC35676,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),13.75,0.79,0.79,12.96,14.54,1.58,NGC 3726,169.48109244369078,185.0
1479,PGC36824,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.72,2.22,2.22,7.5,11.94,4.44,UGC 06771,29.31711662867432,50.95
1480,PGC37091,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.75,0.11,0.11,4.64,4.86,0.22,UGC 06828,20.28248926175945,40.45
1481,PGC37091,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),4.75,0.11,0.11,4.64,4.86,0.22,UGC 06828,20.28248926175945,40.45
1482,PGC37091,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.92,0.45,0.45,5.47,6.37,0.9,UGC 06828,20.28248926175945,40.45
1483,PGC38693,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),14.01,1.64,1.64,12.37,15.65,3.28,NGC 4145,138.71430641977813,176.65
1484,PGC41101,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.44,1.98,1.98,7.459999999999999,11.42,3.96,NGC 4457,83.77631523712013,80.75
1485,PGC41934,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),18.41,3.23,3.23,15.18,21.64,6.46,MESSIER 091,166.38771388737322,161.1
1486,PGC41934,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),18.41,3.23,3.23,15.18,21.64,6.46,MESSIER 091,166.38771388737322,161.1
1487,PGC41934,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),21.91,0.88,0.88,21.03,22.79,1.76,MESSIER 091,166.38771388737322,161.1
1488,PGC42168,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),26.01,2.41,2.41,23.6,28.42,4.82,MESSIER 058,150.35617008818167,176.65
1489,PGC42575,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),16.28,0.3,0.3,15.98,16.580000000000002,0.6,NGC 4618,106.93534002787328,125.05
1490,PGC42575,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),16.28,0.3,0.3,15.98,16.580000000000002,0.6,NGC 4618,106.93534002787328,125.05
1491,PGC42575,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),17.73,0.31,0.31,17.42,18.04,0.62,NGC 4618,106.93534002787328,125.05
1492,PGC42797,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),19.98,2.57,2.57,17.41,22.55,5.14,NGC 4643,67.1616341570502,92.7
1493,PGC42857,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),10.85,0.14,0.14,10.71,10.99,0.28,NGC 4654,141.61891237907713,146.95
1494,PGC42857,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),10.85,0.14,0.14,10.71,10.99,0.28,NGC 4654,141.61891237907713,146.95
1495,PGC42857,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),15.28,1.22,1.22,14.06,16.5,2.44,NGC 4654,141.61891237907713,146.95
1496,PGC42970,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),18.24,2.58,2.58,15.659999999999998,20.82,5.16,NGC 4665,135.5567833124767,114.05
1497,PGC44032,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),9.49,0.08,0.08,9.41,9.57,0.16,UGC 08050,34.52401166833307,37.75
1498,PGC44797,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),12.07,0.38,0.38,11.69,12.45,0.76,NGC 4900,63.84417137948137,67.15
1499,PGC44797,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),12.07,0.38,0.38,11.69,12.45,0.76,NGC 4900,63.84417137948137,67.15
1500,PGC44797,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),14.27,0.72,0.72,13.55,14.99,1.44,NGC 4900,63.84417137948137,67.15
1501,PGC45015,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),5.14,0.29,0.29,4.85,5.43,0.58,NGC 4932,43.06468300060968,45.4
1502,PGC45781,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),8.51,1.0,1.0,7.51,9.51,2.0,UGC 08272,25.889356433009112,39.55
1503,PGC48930,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),10.72,1.32,1.32,9.4,12.04,2.64,NGC 5305,43.86531523370155,46.45
1504,PGC52365,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),17.27,0.98,0.98,16.29,18.25,1.96,NGC 5701,59.85786944906639,127.95
1505,PGC53979,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),23.24,2.22,2.22,21.02,25.46,4.44,NGC 5850,100.48963174734828,127.95
1506,PGC54849,P-D,False,stellar,SDSS,https://arxiv.org/pdf/1503.03864.pdf,Sierra et al. (2015),14.13,2.85,2.85,11.28,16.98,5.7,NGC 5921,90.59855161206048,146.95
1507,J104924.86-002547.5,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),16.658890659228188,0.0,0.0,16.658890659228188,16.658890659228188,0.0,WISEA J104924.87-002547.5,,28.15
1508,J102543.29+393846.9,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),27.71520785511816,0.0,0.0,27.71520785511816,27.71520785511816,0.0,NGC 3237,32.1455791571282,38.65
1509,J122529.23+471623.4,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),21.23363477781016,0.0,0.0,21.23363477781016,21.23363477781016,0.0,CGCG 244-013,30.347383627796944,33.875
1510,J130235.73+411924.1,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),17.441028147454453,0.0,0.0,17.441028147454453,17.441028147454453,0.0,WISEA J130235.73+411924.1,,24.115
1511,J120732.62+324846.7,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),21.95551841184916,0.0,0.0,21.95551841184916,21.95551841184916,0.0,IC 3003,23.99502765021085,28.9
1512,J133259.13+321913.6,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),12.364047958390898,0.0,0.0,12.364047958390898,12.364047958390898,0.0,WISEA J133259.13+321913.6,,20.88
1513,J012858.63-005656.3,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),44.40918922634989,0.0,0.0,44.40918922634989,44.40918922634989,0.0,NGC 0570,48.54240112929198,46.45
1514,J083220.43+412132.0,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),15.53201062450928,0.0,0.0,15.53201062450928,15.53201062450928,0.0,CGCG 208-013,21.98473599416712,22.075
1515,J083630.84+040215.6,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),21.62808414641099,0.0,0.0,21.62808414641099,21.62808414641099,0.0,WISEA J083630.85+040215.6,,29.135
1516,J091426.23+360644.1,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),22.4844257992641,0.0,0.0,22.4844257992641,22.4844257992641,0.0,CGCG 180-062,25.77040564516188,26.15
1517,J123234.57+492312.2,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),10.882788822549134,0.0,0.0,10.882788822549134,10.882788822549134,0.0,WISEA J123234.58+492312.2,,16.17
1518,J142412.12+350846.0,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),15.837888390678918,0.0,0.0,15.837888390678918,15.837888390678918,0.0,MCG +06-32-024,18.202089887655163,21.245
1519,J153619.30+493428.3,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),12.742114985762743,0.0,0.0,12.742114985762743,12.742114985762743,0.0,WISEA J153619.29+493428.3,,22.53
1520,J160331.62+492017.3,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),41.28570681244994,0.0,0.0,41.28570681244994,41.28570681244994,0.0,UGC 10168,44.16937507298156,43.35
1521,J172721.89+593837.6,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),20.08360816979604,0.0,0.0,20.08360816979604,20.08360816979604,0.0,CGCG 300-033 NED01,,30.635
1522,J123313.69+121449.2,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),13.059748020841312,0.0,0.0,13.059748020841312,13.059748020841312,0.0,IC 3489,19.50389071029272,16.5
1523,J120609.11-025653.2,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),21.19843157006126,0.0,0.0,21.19843157006126,21.19843157006126,0.0,CGCG 013-075,26.0088562727465,26.15
1524,J111044.88+043039.0,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),21.28748439607381,0.0,0.0,21.28748439607381,21.28748439607381,0.0,CGCG 039-041,19.36962687103967,32.9
1525,J095928.30+020109.0,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),1.425022423466668,0.0,0.0,1.425022423466668,1.425022423466668,0.0,WISEA J095928.33+020109.3,,0.0
1526,J100233.98+022524.3,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),1.2801940194658097,0.0,0.0,1.2801940194658097,1.2801940194658097,0.0,,,
1527,J095938.81+020658.7,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),3.0068585899248053,0.0,0.0,3.0068585899248053,3.0068585899248053,0.0,WISEA J095938.81+020658.6,,3.08
1528,J095935.08+020127.2,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),2.031583311595842,0.0,0.0,2.031583311595842,2.031583311595842,0.0,WISEA J095935.08+020127.2,,3.085
1529,J100204.95+022739.7,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),1.6829308513971095,0.0,0.0,1.6829308513971095,1.6829308513971095,0.0,WISEA J100204.96+022739.9,,2.89
1530,J095759.45+022810.5,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),4.2371072656186906,0.0,0.0,4.2371072656186906,4.2371072656186906,0.0,WISEA J095759.45+022810.5,,5.795
1531,J100254.88+024645.8,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),1.423282634813074,0.0,0.0,1.423282634813074,1.423282634813074,0.0,WISEA J100254.91+024646.1,,1.41
1532,J100217.12+023024.1,rings,True,stellar,SDSS,https://arxiv.org/pdf/1202.1929.pdf,Perez et al. (2012),1.537845048098875,0.0,0.0,1.537845048098875,1.537845048098875,0.0,WISEA J100217.11+023023.5,,2.125
1533,NGC0628,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),136.9967742984446,20.934338544481424,20.934338544481424,116.06243575396316,157.931112842926,41.86867708896285,MESSIER 074,296.56592839708173,314.15
1534,NGC0628,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),138.5360638973035,20.934338544481424,20.934338544481424,117.60172535282211,159.47040244178496,41.86867708896285,MESSIER 074,296.56592839708173,314.15
1535,NGC3031,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),375.5951430560074,26.138239910100367,26.138239910100367,349.45690314590706,401.7333829661078,52.276479820200734,MESSIER 081,648.815557118106,807.45
1536,NGC3031,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),260.8141764942624,45.457808539304985,45.457808539304985,215.3563679549574,306.2719850335674,90.91561707860996,MESSIER 081,648.815557118106,807.45
1537,NGC2903,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),122.43018407611396,32.26842060920833,32.26842060920833,90.16176346690564,154.69860468532227,64.53684121841665,NGC 2903,358.1964313392819,377.7
1538,NGC2903,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),153.7495334909338,20.246852146954247,20.246852146954247,133.50268134397956,173.99638563788804,40.49370429390849,NGC 2903,358.1964313392819,377.7
1539,NGC4254,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),97.25736839452874,19.15772194245477,19.15772194245477,78.09964645207397,116.41509033698352,38.31544388490955,MESSIER 099,151.0501826363714,161.1
1540,NGC4254,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),71.64988006478086,4.981007705038241,4.981007705038241,66.66887235974262,76.6308877698191,9.962015410076482,MESSIER 099,151.0501826363714,161.1
1541,NGC5194,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),123.0636091204586,22.71230450810724,22.71230450810724,100.35130461235136,145.77591362856583,45.42460901621448,MESSIER 051a,414.11,336.6
1542,NGC5194,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),113.09800612200338,25.956919437836845,25.956919437836845,87.14108668416654,139.05492555984023,51.91383887567369,MESSIER 051a,414.11,336.6
1543,NGC5236,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),295.1878560514001,27.96034040238417,27.96034040238417,267.2275156490159,323.1481964537843,55.92068080476834,MESSIER 083,408.43340473978486,386.45
1544,NGC5236,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),303.8968145373886,45.83662361046585,45.83662361046585,258.0601909269228,349.73343814785443,91.6732472209317,MESSIER 083,408.43340473978486,386.45
1545,NGC5457,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),360.68467470776034,70.52026483853429,70.52026483853429,290.16440986922606,431.2049395462946,141.04052967706858,MESSIER 101,719.6498757058469,865.2
1546,NGC5457,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),308.28226447201155,52.95988268506528,52.95988268506528,255.32238178694627,361.2421471570768,105.91976537013056,MESSIER 101,719.6498757058469,865.2
1547,NGC1566,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),122.17223139251092,45.44625676103606,45.44625676103606,76.72597463147486,167.61848815354696,90.89251352207212,NGC 1566,216.83094108065103,249.55
1548,NGC1566,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),127.38551770425072,36.37967187105381,36.37967187105381,91.0058458331969,163.76518957530453,72.75934374210762,NGC 1566,216.83094108065103,249.55
1549,NGC4321,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),114.02215997510297,9.60860898666598,9.60860898666598,104.41355098843697,123.63076896176894,19.21721797333196,MESSIER 100,182.86106917205072,222.4
1550,NGC4321,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),87.24616959892708,8.199346335288302,8.199346335288302,79.04682326363879,95.44551593421538,16.398692670576605,MESSIER 100,182.86106917205072,222.4
1551,NGC5033,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),158.35290243379444,5.359636697759196,5.359636697759196,152.99326573603526,163.71253913155363,10.719273395518393,NGC 5033,295.2033317283402,321.45
1552,NGC5033,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),153.96774513562784,3.897917598370325,3.897917598370325,150.0698275372575,157.86566273399816,7.795835196740649,NGC 5033,295.2033317283402,321.45
1553,NGC6946,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),123.97831439320152,7.680072573030184,7.680072573030184,116.29824182017134,131.65838696623172,15.360145146060368,NGC 6946,342.07493626835054,344.45
1554,NGC6946,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),170.60732644374193,26.331677393246345,26.331677393246345,144.2756490504956,196.93900383698823,52.66335478649269,NGC 6946,342.07493626835054,344.45
1555,NGC1042,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),63.80458006576848,8.663121862378048,8.663121862378048,55.14145820339043,72.46770192814652,17.326243724756097,NGC 1042,116.7135434982842,140.3
1556,NGC1042,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),71.50513283232675,14.576046308128143,14.576046308128143,56.92908652419861,86.08117914045489,29.15209261625629,NGC 1042,116.7135434982842,140.3
1557,NGC4579,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),88.31097992016402,16.180053663694387,16.180053663694387,72.13092625646962,104.4910335838584,32.360107327388775,MESSIER 058,150.35617008818167,176.65
1558,NGC4579,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),81.27080389855654,18.40326714420201,18.40326714420201,62.867536754354525,99.67407104275856,36.80653428840402,MESSIER 058,150.35617008818167,176.65
1559,NGC5701,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),91.8815955100702,4.687836505615826,4.687836505615826,87.19375900445438,96.56943201568602,9.375673011231653,NGC 5701,59.85786944906639,127.95
1560,NGC5701,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),78.75565329434588,10.313240312354818,10.313240312354818,68.44241298199105,89.0688936067007,20.62648062470964,NGC 5701,59.85786944906639,127.95
1561,NGC5850,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),97.5069993168092,4.191477346197681,4.191477346197681,93.31552197061151,101.69847666300689,8.382954692395362,NGC 5850,100.48963174734828,127.95
1562,NGC5850,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),72.46843727504938,9.265370975805398,9.265370975805398,63.20306629924399,81.73380825085478,18.5307419516108,NGC 5850,100.48963174734828,127.95
1563,NGC3938,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),72.33395945103653,9.418484303520383,9.418484303520383,62.91547514751615,81.75244375455692,18.836968607040767,NGC 3938,161.85318675453826,161.1
1564,NGC3938,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),65.64683559553707,11.019626635118849,11.019626635118849,54.62720896041822,76.66646223065592,22.03925327023769,NGC 3938,161.85318675453826,161.1
1565,NGC4136,offset,False,stellar,"B,Spitzer,GALEX",https://arxiv.org/pdf/2002.02307.pdf,Abdeen et al. (2020),74.63808968322766,10.844850637733934,10.844850637733934,63.79323904549373,85.4829403209616,21.68970127546787,NGC 4136,70.32686445959767,119.45
